Title,Description,Thumbnail
Sophie’s Choice,No description available.,
The Thirteenth Tale,"In this rousingly good ghost story, Setterfield's debut novel rejuvenates the genre with a closely plotted, clever foray into a world of secrets, confused identities, lies, and half-truths.",http://books.google.com/books/content?id=IhyOIfJk0GcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Flow Down Like Silver,No description available.,http://books.google.com/books/content?id=RVvdDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
No Exit,"In den Bergen von Colorado gerät die junge Darby Thorne in einen Schneesturm und sucht Zuflucht in einer Raststätte. Dort trifft sie auf eine Gruppe von Schutzsuchenden. Darby scheint in Sicherheit zu sein. Doch auf dem Parkplatz macht sie eine schreckliche Entdeckung: Im Fond eines Vans sieht sie ein gefesseltes Mädchen. Wie Eiswasser schießt die Erkenntnis durch Darby: Der brutale Täter muss unter den Anwesenden sein. Aber es gibt keine Verbindung nach außen, keine Fluchtmöglichkeit. Darby muss das Mädchen retten – und die Nacht überleben ...",http://books.google.com/books/content?id=pOSPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
City of Heavenly Fire,"New York City, die Stadt, die niemals schläft. Hier finden auch die Wesen der Unterwelt ein Zuhause: Feen, Werwölfe und Vampire, Hexenwesen und Dämonen. Lange Zeit bekämpften sie alle sich bis aufs Blut – jetzt ist Frieden einkehrt. Endlich kann die 16-jährige Clary ihr Leben in vollen Zügen genießen: ihre Ausbildung zur Schattenjägerin ebenso wie das bevorstehende Hochzeitsfest ihrer Mutter. Und natürlich die Liebe zu ihrem Mitstreiter Jace, zu der sie sich nun bekennen kann. Doch abseits des Idylls braut sich ein dunkler Sturm zusammen. Ist der Krieg, den Clary und ihre Freunde gewonnen glaubten, doch noch nicht vorbei?",http://books.google.com/books/content?id=lGxLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
War and Peace,No description available.,http://books.google.com/books/content?id=OLcjFlGTit0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Unbroken: A World War II Story of Survival, Resilience and Redemption","Louis Zamperini, Sohn italienischer Einwanderer, wird vom jugendlichen Schlitzohr zum Mittelstreckenläufer von Weltrang. Nach seinem fulminanten Schlussspurt beim Finale der Olympischen Spiele in Berlin 1936 beginnt seine Odyssee während des Zweiten Weltkriegs im Pazifik. Er gerät mitten ins Inferno der Gefangenschaft, wo er Folter und Hunger erträgt und überlebt. Laura Hillenbrand, die zurzeit erfolgreichste Sachbuchautorin der USA, erzählt mitreissend und erzeugt eine atemlose Spannung: den Flugzeugabsturz, die 47-tägige Irrfahrt im Schlauchboot durch den Pazifik, den Kampf gegen Haie, die Kriegsgefangenschaft unter einem der grausamsten Verbrecher des Zweiten Weltkriegs. Laura Hillenbrand, geboren am 15. Mai 1967 in Fairfax, Virginia, wuchs auf einer Ranch auf. Während des Studiums erkrankte sie an dem Chronischen-Erschöpfungssyndrom und wandte sich dem Schreiben von Essays und Büchern zu. Ihr erstes Sachbuch über das berühmteste amerikanische Rennpferd ""Seabiscuit"" wurde zu einem Weltbestseller.",http://books.google.com/books/content?id=4HSNXwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Tao Te Ching,No description available.,
Eleanor & Park,"Sie sind beide Außenseiter, aber grundverschieden: Die pummelige Eleanor und der gut aussehende, aber zurückhaltende Park. Als er ihr im Schulbus den Platz neben sich frei macht, halten sie wenig voneinander. Park liest demonstrativ und Eleanor ist froh, ignoriert zu werden. In der Schule ist sie das Opfer übler Mobbing-Attacken und zu Hause hat sie mit vier Geschwistern und einem tyrannischen Stiefvater nur Ärger. Doch als sie beginnt, Parks Comics mitzulesen, entwickelt sich ein Dialog zwischen den beiden. Zögerlich tauschen sie Kassetten, Meinungen und Vorlieben aus. Dass sie sich ineinander verlieben, scheint unmöglich. Doch ihre Annäherung gehört zum Intensivsten, was man über die erste Liebe lesen kann.",http://books.google.com/books/content?id=o5MxBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Magician’s Nephew,No description available.,http://books.google.com/books/content?id=vkCwoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Last Thing He Told Me,"Die Romance-Autorin und der Literat: charmante romantische Komödie über Bücher, das Leben und natürlich die Liebe Wie schreibt man einen Liebesroman, wenn die eigene Beziehung gerade in die Brüche gegangen ist? In einem idyllisch gelegenen Strandhaus hofft die New Yorker Romance-Autorin January, ihre Schreibblockade zu überwinden, denn der Abgabetermin für ihren neuesten Liebesroman rückt unerbittlich näher. Gleich am ersten Abend beobachtet January eine wilde Party bei ihrem Nachbarn – der sich ausgerechnet als der arrogante Gus herausstellt, mit dem sie vor Jahren einen Schreibkurs besucht hat. Als January erfährt, dass Gus ebenfalls in einer veritablen Schreibkrise steckt, seit er sich vorgenommen hat, den nächsten großen amerikanischen Roman zu verfassen, hat sie eine ebenso verzweifelte wie geniale Idee: Sie schreiben einfach das Buch des jeweils anderen weiter! Ein Experiment mit erstaunlichen Folgen ... »Verliebt in deine schönsten Seiten« ist das Debüt der amerikanischen Autorin Emily Henry: eine moderne, locker-leicht erzählte romantische Komödie über zwei Autoren mit erheblichen Vorurteilen gegen das Genre des jeweils anderen, über die Liebe zu Büchern und zum Lesen und natürlich über das Suchen (und Finden) der ganz großen Liebe, die sich gerne da versteckt, wo man sie am wenigsten erwartet.",http://books.google.com/books/content?id=oAe6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The BFG,"""Emil und die Detektive"", ""Pippi Langstrumpf"" oder ""Alice im Wunderland"" - wer hat die Klassiker als Kind nicht selbst gern gelesen? Doch wem sind auch ""Papelucho"", ""Kevade"" oder ""Poil de Carotte"" geläufig? Wer sich ausführlich über Inhalt, Bedeutung und Wirkung der international bekannten Kinderbücher kundig machen möchte, sollte in diesem Lexikon nachschlagen. Eine Fundgrube von 534 Kinderbüchern aus über 60 Ländern, davon ein Drittel aus der Zeit nach 1945.",http://books.google.com/books/content?id=6KvzDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
’Salem’s Lot,No description available.,http://books.google.com/books/content?id=0xWRQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Invisible Life of Addie LaRue,"»Das unsichtbare Leben der Addie LaRue« ist ein großer historischer Fantasy-Roman, eine bittersüße Liebesgeschichte – und eine Hommage an die Kunst und die Inspiration. Addie LaRue ist die Frau, an die sich niemand erinnert. Die unbekannte Muse auf den Bildern Alter Meister. Die namenlose Schönheit in den Sonetten der Dichter. Dreihundert Jahre lang reist sie durch die europäische Kulturgeschichte – und bleibt dabei doch stets allein. Seit sie im Jahre 1714 einen Pakt mit dem Teufel geschlossen hat, ist sie dazu verdammt, ein ruheloses Leben ohne Freunde oder Familie zu führen und als anonyme Frau die Großstädte zu durchstreifen. Bis sie dreihundert Jahre später in einem alten, versteckten Antiquariat in New York einen jungen Mann trifft, der sie wiedererkennt. Und sich in sie verliebt. Für Leser*innen von Erin Morgenstern, Neil Gaiman, Audrey Niffenegger, Leigh Bardugo und Diana Gabaldon",http://books.google.com/books/content?id=DFsEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Are You There God? It’s Me, Margaret","Wenn ein Moment das ganze Leben ändert 1952: Die 15-jährige Miri Ammermann wächst wohlbehütet im Städtchen Elizabeth, New Jersey, auf. Ihr Vater hat sich zwar früh aus dem Staub gemacht, aber ihre liebevolle und kämpferische Mutter, ihre weise Oma, ihre beste Freundin Natalie und all die anderen Menschen in ihrem Umfeld stehen ihr bei ihren Schritten ins Erwachsenenleben zur Seite. Als sie ihre erste große Liebe Mason kennenlernt, scheint das Glück perfekt zu sein. Doch dann stürzt ein Flugzeug ab, und nichts ist mehr, wie es war.",http://books.google.com/books/content?id=MPwqCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Middlemarch,No description available.,http://books.google.com/books/content?id=QwaDh3VllUYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Paris Apartment,"Für Jahrzehnte verborgen Aprils Leben wird sich grundlegend ändern, sie weiß es nur noch nicht. Ihr Chef bei Sotheby's schickt sie nach Paris, um ein Appartement zu begutachten, das 70 Jahre lang kein Mensch betreten hat. Als Spezialistin für antike Möbel denkt April nicht an Staub oder Plunder, sondern an verborgene Schätze. Und genau diese findet sie: goldene Straußeneier, antike Möbel, eine bronzene Badewanne und ein äußerst wertvolles Porträt der damaligen Bewohnerin. Zudem entdeckt sie zahlreiche Briefe und Tagebücher. April taucht ein in die faszinierende Welt der Marthe de Florian, einer bekannten Pariser Kurtisane, zu deren Kundschaft Würdenträger und Staatschefs gehörten. Wer war sie, wie lebte sie, und warum verschwand sie am Vorabend des Zweiten Weltkriegs aus ihrem Appartement, um nie wieder zurückzukehren? Nach einer wahren Geschichte: Dieser Roman ist eine faszinierende Reise in die Vergangenheit.",http://books.google.com/books/content?id=py8vBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dead Until Dark,"Neues aus dem »Sookieversum« Fünf übernatürliche Erzählungen um die Lieblingskellnerin aller Vampirfreunde, die telepathisch begabte Sookie Stackhouse. Sookie wird in heftige Turbulenzen verwickelt, bekommt ein höchst appetitliches Geschenk, erfährt mehr über ihre überraschend weitverzweigte Familie und macht sich mit Hexe Amelia daran, herauszufinden, wer es auf die Versicherungsvertreter von Bon Temps abgesehen hat.",http://books.google.com/books/content?id=BnJdV_9pGSgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Grapes of Wrath,No description available.,
Sophie’s World,"Sophies World; journeys of the lost soul is about the life I lived. I had been confronted with an issue of a new disease that no one in the world knew what to do. The disease is not the only problem I was to address, but I was also pregnant at the time with twins. Unfortunately, I had moved to this country the previous year with my husband and two young children This matter was left to the authority to decide what they were to do with me and my unborn babies. It is about how the problem was solved that send me into a very dark place. I had been given five years to live; fortunately, I out lived this period. The story is about if I had only known what I know now. It is about what I did to survive. It also about what I discovered about living in general. Above all, the miracles that exist in this world I live in. In the end, my story had to be told to the world because the story has a massage for everyone.",http://books.google.com/books/content?id=nS5YAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Couple Next Door,"Tief in den Wäldern der schneebedeckten Catskill Mountains, weit entfernt von der nächsten Ortschaft liegt das Mitchell’s Inn, ein verwunschenes kleines Hotel. Als zehn ganz unterschiedliche Gäste an einem dunklen Winternachmittag dort eintreffen, hoffen sie, ihre Probleme an diesem abgeschiedenen Ort wenigstens für ein Wochenende zu vergessen. Doch in der Nacht zieht ein Schneesturm auf, der jeglichen Kontakt zur Außenwelt unmöglich macht, und das winterliche Idyll wird zur tödlichen Falle. Denn am nächsten Morgen liegt in der Lobby eine Leiche, und jeder der Anwesenden weiß: Der Mörder muss unter ihnen sein - und es gibt keine Möglichkeit, ihm zu entkommen ...",http://books.google.com/books/content?id=YySXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Paradise Lost,No description available.,http://books.google.com/books/content?id=9fWkzzSh2iAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Tell-Tale Heart and Other Writings,"""Ligeia"" ist eine 1838 erschienene Erzählung von Edgar Allan Poe, in deren Mittelpunkt die Reinkarnation einer Person in einer anderen steht.",http://books.google.com/books/content?id=K3xJCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fifty Shades Darker,No description available.,http://books.google.com/books/content?id=ZV-5NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Woman in Cabin 10,"Wie kann eine Frau verschwinden, die es nie gegeben hat? Was tust du, wenn du Zeugin eines Mordes wirst – und niemand glaubt dir? Ein Luxusschiff mit Kurs auf die norwegischen Fjorde. Eine Frau, die Zeugin eines Mordes wird. Aber hat es diesen Mord wirklich gegeben? Meisterhaft erzählte Psycho-Spannung Die Reise auf einem Luxusschiff mit Kurs auf die norwegischen Fjorde: Für die Journalistin Lo Blacklock ein wahr gewordener Traum. Doch gleich in der ersten Nacht auf See erwacht sie von einem Schrei aus der Nachbarkabine. Sie hört, wie etwas ins Wasser geworfen wird – etwas Schweres, wie ein menschlicher Körper. Lo alarmiert den Sicherheitsoffizier. Aber die Nachbarkabine ist leer, ohne das geringste Anzeichen, dass hier jemand gewohnt hat. Die junge Frau aus Kabine 10, mit der Lo noch am Vortag gesprochen hat, scheint nie existiert zu haben. Wie kann eine Frau verschwinden, die es nie gegeben hat? »Ein packender Thriller, der die Leser völlig in seinen Bann schlagen wird. Vorsicht, die letzten Kapitel könnten Herzrasen verursachen.« Library Journal »Ein atmosphärischer Thriller, voller Spannung und unvorhersehbarer Wendungen.« The Washington Post Ein stilvoller Thriller mit einer fehlbaren, aber sympathischen Heldin und einem rasanten Plot.« Sunday Mirror Von Ruth Ware sind bei dtv außerdem folgende spannende Thriller erschienen: Woman in Cabin 10 Hinter diesen Türen Wie tief ist deine Schuld Im dunklen, dunklen Wald Der Tod der Mrs Westaway Das Chalet Das College Zero Days",http://books.google.com/books/content?id=-0AzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dark Lover,"Experience the start of J.R. Ward’s phenomenal #1 New York Times bestselling Black Dagger Brotherhood series. As the world’s only purebred vampire and the leader of the Black Dagger Brotherhood, Wrath has a score to settle with the slayers who killed his parents centuries ago. But when his most trusted fighter is killed—orphaning a half-breed daughter unaware of her heritage or her fate—Wrath must put down his dagger and usher the beautiful woman into another world. Racked by a restlessness in her body that wasn’t there before, Beth Randall is helpless against the dangerously sexy man who comes to her at night with shadows in his eyes. His tales of the Brotherhood and blood frighten her. Yet his touch ignites a dawning new hunger—one that threatens to consume them both.... INCLUDES A LETTER FROM J. R. WARD",http://books.google.com/books/content?id=If3o_UU9s24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
If I Stay,"Bleiben oder gehen, lieben oder sterben? Mia muss sich entscheiden: Soll sie bei ihrem Freund Adam und ihrer Familie bleiben – oder ihrer großen Liebe zur Musik folgen und mit ihrem Cello nach New York gehen? Was, wenn sie Adam dadurch verliert? Und dann ist von einer Sekunde auf die andere nichts mehr, wie es war: Auf eisglatter Fahrbahn rast ein Lkw in das Auto, in dem Mia sitzt. Mit ihrer Familie. Sie verliert alles und steht vor der einzigen Entscheidung des Lebens: Bleiben oder gehen? „Wenn ich bleibe” ist ein außergewöhnliches, ein berührendes Buch über die Liebe, über Freunde, Familie und das Leben. Es gibt wenige Bücher, die man nie vergisst. Dieses ist eines! Unsentimental, bewegend, tröstlich und wunderbar weise.",http://books.google.com/books/content?id=SdJzqzZBajcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Candide,"Neuübersetzung ins Deutsche von Candide; französische Satire von Voltaire, einem Philosophen des Zeitalters der Aufklärung, die erstmals 1759 veröffentlicht wurde. Es beginnt mit einem jungen Mann, Candide, der ein behütetes Leben in einem edenischen Paradies führt und von seinem Mentor, Professor Pangloss, mit dem Leibniz'schen Optimismus indoktriniert wird. Das Werk beschreibt das abrupte Ende dieses Lebensstils, gefolgt von Candides langsamer und schmerzhafter Desillusionierung, während er Zeuge großer Härten in der Welt wird und diese erlebt. Voltaire schließt Candide, wenn er den Leibniz'schen Optimismus nicht gänzlich ablehnt, mit einem zutiefst praktischen Gebot: ""Wir müssen unseren Garten kultivieren"", anstelle des Leibniz'schen Mantras von Pangloss, ""alles ist zum Besten"" in der ""besten aller möglichen Welten"". Candide zeichnet sich sowohl durch seinen Ton als auch durch seine sprunghafte, fantastische und rasante Handlung aus. Als Schelmenroman mit einer Geschichte, die der eines ernsthafteren Bildungsromans ähnelt, parodiert er viele Klischees von Abenteuer und Romantik, deren Kämpfe in einem bitteren und sachlichen Tonfall karikiert werden. Dennoch beruhen die behandelten Ereignisse oft auf historischen Begebenheiten, wie dem Siebenjährigen Krieg und dem Erdbeben von Lissabon 1755. Wie die Philosophen zu Voltaires Zeit mit dem Problem des Bösen rangen, so tut dies auch Candide in diesem kurzen theologischen Roman, wenn auch auf direktere und humorvollere Weise. Voltaire macht sich über Religion, Theologen, Regierungen, Armeen, Philosophien und Philosophen lustig. Mit Candide greift er Leibniz und dessen Optimismus an. Candide hat sowohl großen Erfolg als auch einen großen Skandal erlebt. Unmittelbar nach seiner geheimen Veröffentlichung wurde das Buch weithin verboten, weil es religiöse Blasphemie, politische Aufwiegelung und intellektuelle Feindseligkeit unter einem dünnen Schleier der Naivität verbarg. Mit seinem scharfen Witz und seiner aufschlussreichen Darstellung des menschlichen Daseins hat der Roman jedoch seither viele spätere Autoren und Künstler zur Nachahmung und Bearbeitung inspiriert. Heute gilt Candide als Voltaires Hauptwerk und wird oft als Teil des westlichen Kanons aufgeführt. Er gehört zu den am häufigsten unterrichteten Werken der französischen Literatur. Der britische Dichter und Literaturkritiker Martin Seymour-Smith zählte Candide zu den 100 einflussreichsten Büchern, die je geschrieben wurden. Eine Reihe historischer Ereignisse inspirierte Voltaire zum Schreiben von Candide, vor allem die Veröffentlichung von Leibniz' ""Monadologie"" (einer kurzen metaphysischen Abhandlung), der Siebenjährige Krieg und das Erdbeben von Lissabon 1755. Die beiden letztgenannten Katastrophen werden in Candide häufig erwähnt und von Wissenschaftlern als Gründe für seine Abfassung angeführt. Das Erdbeben von Lissabon 1755, der Tsunami und die daraus resultierenden Brände an Allerheiligen hatten einen starken Einfluss auf die Theologen jener Zeit und auf Voltaire, der selbst davon desillusioniert war. Das Erdbeben wirkte sich besonders stark auf die zeitgenössische Lehre vom Optimismus aus, ein philosophisches System, das auf der Theodizee von Gottfried Wilhelm Leibniz beruhte und auf dem Wohlwollen Gottes trotz solcher Ereignisse beharrte. Dieses Konzept wird oft in der Form formuliert: ""Alles ist zum Besten in der besten aller möglichen Welten"". Die Philosophen hatten Mühe, die Schrecken dieses Erdbebens in ihr optimistisches Weltbild zu integrieren. Voltaire lehnte den Leibniz'schen Optimismus nach der Naturkatastrophe aktiv ab, da er der Überzeugung war, dass diese Welt, wenn sie die bestmögliche wäre, sicherlich besser sein müsste, als sie ist. Sowohl in Candide als auch in Poème sur le désastre de Lisbonne (""Gedicht über die Katastrophe von Lissabon"") greift Voltaire diesen optimistischen Glauben an.",http://books.google.com/books/content?id=1S-vEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Martian Chronicles,No description available.,http://books.google.com/books/content?id=KfteAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Fine Balance,"Bombay 1975. Vier Menschen treffen aufeinander. Ihre Schicksale verknüpft Rohinton Mistry meisterlich zu einem großen Roman. Wir bedgenen Dina Dalal, einer Frau Anfang Vierzig und Maneck Kohlah, einem Studenten aus dem Gebiet des Himalaja; dem unglaublich optimistischen Ishvar Darji und seinem widerspenstigen Neffen, zwei Schneidern, die vom Land in die Stadt geflohen sind. Seine großen erzählerischen Bögen spannt Misty von den grünen Tälern des Himalaja bis in die Straßen von Bombay. Er erzählt von Rajaram, dem Haarsammler; dem geschäftstüchtigen Bettlermeister, Herr über eine Bettlerarmee; oder Mr Valmik, einem Korrekturleser, der eine Allergie gegen Druckerschwärze entwickelt. ›Das Gleichgewicht der Welt‹ läßt den indischen Subkontinent vor den Augen der Leser entstehen - ein Kosmos, der nur auf den ersten Blick fremd erscheint.",http://books.google.com/books/content?id=MbdvAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hidden Pictures,"Es ist der Mai des Jahres 1987 und vom Cover des Playboy lächelt Vanna White. Im amerikanischen Fernsehen dreht sie das ""Glücksrad"", und bei 14-jährigen Jungs wie Billy, Alf und Clark drehen bei ihrem Anblick die Hormone durch. Wenn es den dreien gelänge, eine Ausgabe des Magazins zu ergattern, könnte das ihr ganzes Leben verändern. Für immer. Auf legalem Weg ist die Zeitschrift für sie unerreichbar, also schmieden sie einen genialen Plan. Sie ahnen nicht, welche Gefahren, Gegner und Abfalltonnen ihnen im Weg stehen – und wie ein Mädchen namens Mary tatsächlich Billys ganzes Leben verändern könnte. Für immer. Weitere berührende Wunderraum-Geschichten finden Sie in unserem kostenlosen aktuellen Leseproben-E-Book »Einkuscheln und loslesen – Bücher für kurze Tage und lange Nächte«",http://books.google.com/books/content?id=8xo-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Bridget Jones’s Diary,No description available.,
Red Queen,"»Die Dunklen Chroniken« gehen weiter: Alice' Abenteuer in einer dunklen, verrückten und absolut faszinierenden Welt ist noch nicht zu Ende ... Alice hat den Kampf gegen den Wahnsinn gewonnen – vorerst. Sie hat die Schandtaten des Kaninchens sowie den Blutdurst des Jabberwocks überlebt und will nun ein Versprechen einlösen: Jenny, die Tochter ihres Freundes Hatcher, zu finden. Doch Alice und Hatcher erwartet der nächste Albtraum. Sie müssen in das Reich der verrückten Weißen Königin vordringen, wo das wahre Spiel um das finstere Wunderland bereits begonnen hat. Jeder Zug führt Alice näher an ihre Bestimmung. Aber damit sie als Siegerin hervorgeht, muss sie nicht nur ihre neuen Kräfte zu beherrschen lernen, sondern herausfinden, was mit der rätselhaften Schwarzen Königin geschehen ist ... Alle Bücher von Christina Henry: Die Chroniken von Alice – Finsternis im Wunderland Die Chroniken von Alice – Die Schwarze Königin Die Chroniken von Alice – Dunkelheit im Spiegelland Die Chroniken von Peter Pan – Albtraum im Nimmerland Die Chroniken der Meerjungfrau – Der Fluch der Wellen Die Chroniken von Rotkäppchen – Allein im tiefen, tiefen Wald Die Bände (außer Alice) sind unabhängig voneinander lesbar.",http://books.google.com/books/content?id=oEDWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Coraline,"Note: Anyone can request the PDF version of this practice set/workbook by emailing me at cbsenet4u@gmail.com. I will send you a PDF version of this workbook. This book has been designed for candidates preparing for various competitive examinations. It contains many objective questions specifically designed for different exams. Answer keys are provided at the end of each page. It will undoubtedly serve as the best preparation material for aspirants. This book is an engaging quiz eBook for all and offers something for everyone. This book will satisfy the curiosity of most students while also challenging their trivia skills and introducing them to new information. Use this invaluable book to test your subject-matter expertise. Multiple-choice exams are a common assessment method that all prospective candidates must be familiar with in today?s academic environment. Although the majority of students are accustomed to this MCQ format, many are not well-versed in it. To achieve success in MCQ tests, quizzes, and trivia challenges, one requires test-taking techniques and skills in addition to subject knowledge. It also provides you with the skills and information you need to achieve a good score in challenging tests or competitive examinations. Whether you have studied the subject on your own, read for pleasure, or completed coursework, it will assess your knowledge and prepare you for competitive exams, quizzes, trivia, and more.",http://books.google.com/books/content?id=ZwCMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Brisingr,"Master storyteller and internationally bestselling author Christopher Paolini returns to the World of Eragon with Murtagh. Murtagh, a stunning epic fantasy set a year after the events of the Inheritance Cycle, will publish in 2023. The third book in The Inheritance Cycle More awaits Eragon and Saphira following the colossal battle against the Empire's warriors. He's bound by promises he may not be able to keep, including his oath to his cousin Roran to rescue his beloved Katrina. When unrest claims the rebels and danger strikes, Eragon must make choices that take him across the Empire and beyond. Choices that may lead to unimagined sacrifice. Conflict, action, adventure and one devastating death await readers as Eragon battles on behalf of the Varden while Galbatorix ruthlessly attempts to crush and twist him to his own purposes. Can he become a leader who can unite the rebel forces and defeat the King?",http://books.google.com/books/content?id=9m6hsGQ0US8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gunslinger,"Eight years ago, Brock Kincaid had tried to put Abby—and her brother's senseless death—out of his mind. After all, a man whose livelihood was tied to the six-shooters at his hips couldn't allow emotional memories to dull his senses. But seeing her again brought it all back: the passion, the hunger, the confusion. Nothing had changed, and yet, when he looked at her child—everything had changed. Abby needed a man to match her fire, and he would be that man. He would know his son. Now if he could just convince Abby to believe in him again…and in the future that was meant to be!",http://books.google.com/books/content?id=s1V6aLoZV4oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Amazing Adventures of Kavalier & Clay,No description available.,http://books.google.com/books/content?id=Pr18QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hopeless,"»Glück ist der beste Freund der Diebe.« »Dann sollte ich wohl keiner werden.« Sie lachte erneut. »Du bist doch schon längst einer.« In der Stadt Cortona'r findet sich eine Gruppe von Waisen, deren Name der gesamten Unterwelt des Landes bekannt ist: die Letzte Bruderschaft. Auch der sechzehnjährige Liam ist Teil dieser Eliteverbrecher - und momentan ihr einziger Dieb. Doch als seine Freundin entführt wird, macht er sich von ihnen los und durchquert, begleitet von drei seiner Gefährten, das halbe Land, um sie zu finden. Schnell findet er sich zwischen dunklen Familiengeheimnissen, Einbrüchen und der Jagd nach verschollener Magie wieder - eine Reise, bei der auch die Rebellion gegen den König eine Rolle spielt. Als er dann schließlich vor der Frage steht, welchen Preis er bereit ist zu zahlen, wird ihm klar, dass selbst der Frieden nicht mehr wert ist als seine Freiheit und auch die Wahrheit einmal eine Lüge war, die nur besonders gut aufgeschrieben wurde.",http://books.google.com/books/content?id=i2ikEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Final Girls,"Sie haben die Hölle überlebt. Aber das war erst der Anfang ... Drei junge Frauen haben jeweils ein grausiges Massaker überlebt. Jetzt, viele Jahre später, hat es erneut ein Mörder auf sie abgesehen ... ein hochspannender Thriller mit spektakulärem Ende! »Sensationell!« Karin Slaughter Als Einzige hat die Studentin Quincy ein Massaker auf einer Party überlebt. Sie hat jede Erinnerung an damals aus ihrem Gedächtnis gelöscht und sich mühsam ein normales Leben aufgebaut. Zwei andere Frauen, Lisa und Samantha, haben ähnlich Grauenvolles durchgemacht – ein Fest für die Medien, in denen die drei als »Final Girls« bekannt werden. Doch der Horror ist noch lange nicht zu Ende: Lisa wird tot aufgefunden. Ermordet? Der Schlüssel zu allem scheint in dem Massaker in Pine Cottage zu liegen, das nur Quincy überlebte. Angestachelt von Samantha, versucht sie verzweifelt sich zu erinnern, was dort geschah ... »Der erste große Thriller des Jahres: ›Final Girls‹ von Riley Sager.« Stephen King Eine hochspannende, raffiniert aufgebaute Story – mit spektakulärem Ende! Von Riley Sager sind bei dtv außerdem folgende spannende Thriller erschienen: »Schwarzer See« »Verschließ jede Tür« »HOME – Haus der bösen Schatten« »NIGHT – Nacht der Angst« »Hope's End«",http://books.google.com/books/content?id=ISI_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
